NACA#,Camber (%),Camber Position (x/c),Thickness (%),Re,Mach,Alpha,CL,CD,CM
naca0210,0.0,0.2,10.0,300000,0.2,4,0.5082,0.01031,-0.0082
naca0210,0.0,0.2,10.0,300000,0.2,5,0.5975,0.01242,-0.004
naca0210,0.0,0.2,10.0,300000,0.2,6,0.6849,0.01494,0.0012
naca0210,0.0,0.2,10.0,300000,0.2,7,0.7727,0.01787,0.0063
naca0210,0.0,0.2,10.0,300000,0.2,8,0.8598,0.02227,0.011
naca0210,0.0,0.2,10.0,300000,0.25,0,0.0,0.00745,-0.0
naca0210,0.0,0.2,10.0,300000,0.25,1,0.1405,0.00765,-0.0022
naca0210,0.0,0.2,10.0,300000,0.25,2,0.3036,0.00827,-0.0109
naca0210,0.0,0.2,10.0,300000,0.25,3,0.4204,0.0091,-0.0115
naca0210,0.0,0.2,10.0,300000,0.25,4,0.5151,0.01051,-0.008
naca0210,0.0,0.2,10.0,300000,0.25,5,0.6049,0.01272,-0.0034
naca0210,0.0,0.2,10.0,300000,0.25,6,0.6934,0.01526,0.0021
naca0210,0.0,0.2,10.0,300000,0.25,7,0.7796,0.01888,0.0078
naca0210,0.0,0.2,10.0,300000,0.25,8,0.8666,0.02409,0.013
naca0210,0.0,0.2,10.0,300000,0.3,0,0.0,0.00743,-0.0
naca0210,0.0,0.2,10.0,300000,0.3,1,0.1391,0.00769,-0.0013
naca0210,0.0,0.2,10.0,300000,0.3,2,0.3042,0.00837,-0.0098
naca0210,0.0,0.2,10.0,300000,0.3,3,0.4283,0.00927,-0.0116
naca0210,0.0,0.2,10.0,300000,0.3,4,0.5239,0.01077,-0.0077
naca0210,0.0,0.2,10.0,300000,0.3,5,0.6147,0.01304,-0.0027
naca0210,0.0,0.2,10.0,300000,0.3,6,0.7039,0.01571,0.0034
naca0210,0.0,0.2,10.0,300000,0.3,7,0.7907,0.01974,0.0097
naca0210,0.0,0.2,10.0,300000,0.3,8,0.8756,0.0256,0.0157
naca0210,0.0,0.2,10.0,400000,0.1,0,0.0,0.00617,-0.0
naca0210,0.0,0.2,10.0,400000,0.1,1,0.1131,0.00647,0.0023
naca0210,0.0,0.2,10.0,400000,0.1,2,0.2597,0.00725,-0.004
naca0210,0.0,0.2,10.0,400000,0.1,3,0.4066,0.00825,-0.0118
naca0210,0.0,0.2,10.0,400000,0.1,4,0.5016,0.00946,-0.0093
naca0210,0.0,0.2,10.0,400000,0.1,5,0.5918,0.01118,-0.0057
naca0210,0.0,0.2,10.0,400000,0.1,6,0.6816,0.01301,-0.0015
naca0210,0.0,0.2,10.0,400000,0.1,7,0.769,0.01537,0.003
naca0210,0.0,0.2,10.0,400000,0.1,8,0.8564,0.01833,0.0072
naca0210,0.0,0.2,10.0,400000,0.15,0,0.0,0.00618,-0.0
naca0210,0.0,0.2,10.0,400000,0.15,1,0.1124,0.00649,0.0027
naca0210,0.0,0.2,10.0,400000,0.15,2,0.2596,0.00729,-0.0036
naca0210,0.0,0.2,10.0,400000,0.15,3,0.4099,0.00832,-0.0119
naca0210,0.0,0.2,10.0,400000,0.15,4,0.5054,0.00955,-0.0092
naca0210,0.0,0.2,10.0,400000,0.15,5,0.5961,0.0113,-0.0055
naca0210,0.0,0.2,10.0,400000,0.15,6,0.6861,0.01318,-0.0011
naca0210,0.0,0.2,10.0,400000,0.15,7,2.4748,0.00456,-0.5644
naca0210,0.0,0.2,10.0,400000,0.15,8,0.8617,0.01871,0.0081
naca0210,0.0,0.2,10.0,400000,0.2,0,0.0,0.0062,-0.0
naca0210,0.0,0.2,10.0,400000,0.2,1,0.1131,0.00652,0.0028
naca0210,0.0,0.2,10.0,400000,0.2,2,0.2595,0.00734,-0.0029
naca0210,0.0,0.2,10.0,400000,0.2,3,0.4147,0.00841,-0.0119
naca0210,0.0,0.2,10.0,400000,0.2,4,0.5108,0.00969,-0.0091
naca0210,0.0,0.2,10.0,400000,0.2,5,0.6022,0.01147,-0.0052
naca0210,0.0,0.2,10.0,400000,0.2,6,0.6915,0.0136,-0.0003
naca0210,0.0,0.2,10.0,400000,0.2,7,0.7813,0.01591,0.0046
naca0210,0.0,0.2,10.0,400000,0.2,8,0.8691,0.01927,0.0095
naca0210,0.0,0.2,10.0,400000,0.25,0,0.0,0.00622,-0.0
naca0210,0.0,0.2,10.0,400000,0.25,1,0.1142,0.00656,0.003
naca0210,0.0,0.2,10.0,400000,0.25,2,0.261,0.00741,-0.0024
naca0210,0.0,0.2,10.0,400000,0.25,3,0.4211,0.00854,-0.012
naca0210,0.0,0.2,10.0,400000,0.25,4,0.5181,0.00987,-0.009
naca0210,0.0,0.2,10.0,400000,0.25,5,0.6102,0.01171,-0.0047
naca0210,0.0,0.2,10.0,400000,0.25,6,0.7007,0.01384,0.0006
naca0210,0.0,0.2,10.0,400000,0.25,7,0.7904,0.01639,0.006
naca0210,0.0,0.2,10.0,400000,0.25,8,0.878,0.02015,0.0114
naca0210,0.0,0.2,10.0,400000,0.3,0,0.0,0.00625,-0.0
naca0210,0.0,0.2,10.0,400000,0.3,1,0.1143,0.0066,0.0035
naca0210,0.0,0.2,10.0,400000,0.3,2,0.2628,0.00749,-0.0017
naca0210,0.0,0.2,10.0,400000,0.3,3,0.4258,0.00868,-0.0114
naca0210,0.0,0.2,10.0,400000,0.3,4,0.5272,0.01011,-0.0088
naca0210,0.0,0.2,10.0,400000,0.3,5,0.6205,0.01199,-0.004
naca0210,0.0,0.2,10.0,400000,0.3,6,0.712,0.0142,0.0018
naca0210,0.0,0.2,10.0,400000,0.3,7,0.8002,0.01727,0.008
naca0210,0.0,0.2,10.0,400000,0.3,8,0.8867,0.02178,0.0141
naca0210,0.0,0.2,10.0,500000,0.1,0,0.0,0.00552,-0.0
naca0210,0.0,0.2,10.0,500000,0.1,1,0.1038,0.00584,0.0039
naca0210,0.0,0.2,10.0,500000,0.1,2,0.2353,0.00666,0.0008
naca0210,0.0,0.2,10.0,500000,0.1,3,0.3845,0.00776,-0.0074
naca0210,0.0,0.2,10.0,500000,0.1,4,0.5039,0.00906,-0.01
naca0210,0.0,0.2,10.0,500000,0.1,5,0.5953,0.01056,-0.0066
naca0210,0.0,0.2,10.0,500000,0.1,6,0.6857,0.01221,-0.0025
naca0210,0.0,0.2,10.0,500000,0.1,7,0.7756,0.0141,0.0017
naca0210,0.0,0.2,10.0,500000,0.1,8,0.8619,0.01696,0.006
naca0210,0.0,0.2,10.0,500000,0.15,0,0.0,0.00554,-0.0
naca0210,0.0,0.2,10.0,500000,0.15,1,0.1039,0.00586,0.0041
naca0210,0.0,0.2,10.0,500000,0.15,2,0.2356,0.0067,0.0011
naca0210,0.0,0.2,10.0,500000,0.15,3,0.3858,0.00781,-0.0071
naca0210,0.0,0.2,10.0,500000,0.15,4,0.5078,0.00914,-0.01
naca0210,0.0,0.2,10.0,500000,0.15,5,0.5996,0.01069,-0.0064
naca0210,0.0,0.2,10.0,500000,0.15,6,0.6908,0.01231,-0.0021
naca0210,0.0,0.2,10.0,500000,0.15,7,0.7788,0.01458,0.0026
naca0210,0.0,0.2,10.0,500000,0.15,8,0.8679,0.0172,0.0069
naca0210,0.0,0.2,10.0,500000,0.2,0,0.0,0.00557,-0.0
naca0210,0.0,0.2,10.0,500000,0.2,1,0.1054,0.0059,0.004
naca0210,0.0,0.2,10.0,500000,0.2,2,0.236,0.00673,0.0016
naca0210,0.0,0.2,10.0,500000,0.2,3,0.3879,0.00788,-0.0066
naca0210,0.0,0.2,10.0,500000,0.2,4,0.5134,0.00926,-0.0099
naca0210,0.0,0.2,10.0,500000,0.2,5,0.6061,0.01081,-0.0061
naca0210,0.0,0.2,10.0,500000,0.2,6,0.698,0.01248,-0.0015
naca0210,0.0,0.2,10.0,500000,0.2,7,0.7868,0.01481,0.0035
naca0210,0.0,0.2,10.0,500000,0.2,8,0.8759,0.01766,0.0082
naca0210,0.0,0.2,10.0,500000,0.25,0,0.0,0.0056,-0.0
naca0210,0.0,0.2,10.0,500000,0.25,1,0.1066,0.00594,0.0041
naca0210,0.0,0.2,10.0,500000,0.25,2,0.2364,0.00679,0.0024
naca0210,0.0,0.2,10.0,500000,0.25,3,0.3911,0.00798,-0.006
naca0210,0.0,0.2,10.0,500000,0.25,4,0.5209,0.00943,-0.0098
naca0210,0.0,0.2,10.0,500000,0.25,5,0.6142,0.01107,-0.0056
naca0210,0.0,0.2,10.0,500000,0.25,6,0.7072,0.01275,-0.0007
naca0210,0.0,0.2,10.0,500000,0.25,7,0.7966,0.01521,0.0049
naca0210,0.0,0.2,10.0,500000,0.25,8,0.8857,0.01841,0.0102
naca0210,0.0,0.2,10.0,500000,0.3,0,0.0,0.00566,-0.0
naca0210,0.0,0.2,10.0,500000,0.3,1,0.1075,0.006,0.0044
naca0210,0.0,0.2,10.0,500000,0.3,2,0.2369,0.00687,0.0032
naca0210,0.0,0.2,10.0,500000,0.3,3,0.3951,0.00809,-0.0053
naca0210,0.0,0.2,10.0,500000,0.3,4,0.5304,0.00964,-0.0097
naca0210,0.0,0.2,10.0,500000,0.3,5,0.6253,0.01125,-0.0051
naca0210,0.0,0.2,10.0,500000,0.3,6,0.7169,0.01334,0.0007
naca0210,0.0,0.2,10.0,500000,0.3,7,0.8084,0.01581,0.0067
naca0210,0.0,0.2,10.0,500000,0.3,8,0.8968,0.01955,0.0129
naca0212,0.0,0.2,12.0,100000,0.1,0,0.0,0.01705,-0.0
naca0212,0.0,0.2,12.0,100000,0.1,1,0.2648,0.01574,-0.0319
naca0212,0.0,0.2,12.0,100000,0.1,2,0.3756,0.01449,-0.0293
naca0212,0.0,0.2,12.0,100000,0.1,3,0.457,0.01447,-0.0213
naca0212,0.0,0.2,12.0,100000,0.1,4,0.5393,0.01528,-0.0143
naca0212,0.0,0.2,12.0,100000,0.1,5,0.6237,0.01685,-0.0088
naca0212,0.0,0.2,12.0,100000,0.1,6,0.689,0.01981,-0.0004
naca0212,0.0,0.2,12.0,100000,0.1,7,0.7668,0.02381,0.0056
naca0212,0.0,0.2,12.0,100000,0.1,8,0.8514,0.02924,0.0102
naca0212,0.0,0.2,12.0,100000,0.15,0,0.0,0.01717,-0.0
naca0212,0.0,0.2,12.0,100000,0.15,1,0.2744,0.01573,-0.0331
naca0212,0.0,0.2,12.0,100000,0.15,2,0.3784,0.01454,-0.0292
naca0212,0.0,0.2,12.0,100000,0.15,3,0.4604,0.01455,-0.0211
naca0212,0.0,0.2,12.0,100000,0.15,4,0.543,0.01541,-0.0141
naca0212,0.0,0.2,12.0,100000,0.15,5,0.6202,0.01711,-0.0069
naca0212,0.0,0.2,12.0,100000,0.15,6,0.693,0.02014,0.0002
naca0212,0.0,0.2,12.0,100000,0.15,7,0.6786,0.02052,0.0254
naca0212,0.0,0.2,12.0,100000,0.15,8,0.8555,0.02987,0.0112
naca0212,0.0,0.2,12.0,100000,0.2,0,0.0,0.0173,-0.0
naca0212,0.0,0.2,12.0,100000,0.2,1,0.2821,0.01578,-0.0339
naca0212,0.0,0.2,12.0,100000,0.2,2,0.3824,0.01462,-0.029
naca0212,0.0,0.2,12.0,100000,0.2,3,0.4652,0.01468,-0.0209
naca0212,0.0,0.2,12.0,100000,0.2,4,0.5482,0.01559,-0.0138
naca0212,0.0,0.2,12.0,100000,0.2,5,0.6255,0.01738,-0.0064
naca0212,0.0,0.2,12.0,100000,0.2,6,0.6984,0.0206,0.001
naca0212,0.0,0.2,12.0,100000,0.2,7,0.7784,0.02496,0.0072
naca0212,0.0,0.2,12.0,100000,0.2,8,0.8611,0.03082,0.0127
naca0212,0.0,0.2,12.0,100000,0.25,0,0.0,0.01748,-0.0
naca0212,0.0,0.2,12.0,100000,0.25,1,0.2959,0.01579,-0.0354
naca0212,0.0,0.2,12.0,100000,0.25,2,0.3878,0.01473,-0.0287
naca0212,0.0,0.2,12.0,100000,0.25,3,0.4717,0.01485,-0.0206
naca0212,0.0,0.2,12.0,100000,0.25,4,0.5551,0.01583,-0.0133
naca0212,0.0,0.2,12.0,100000,0.25,5,0.632,0.01778,-0.0056
naca0212,0.0,0.2,12.0,100000,0.25,6,0.7061,0.02116,0.0021
naca0212,0.0,0.2,12.0,100000,0.25,7,0.7869,0.02574,0.0086
naca0212,0.0,0.2,12.0,100000,0.25,8,0.8677,0.03211,0.0146
naca0212,0.0,0.2,12.0,100000,0.3,0,0.0,0.01767,-0.0
naca0212,0.0,0.2,12.0,100000,0.3,1,0.3083,0.01586,-0.0363
naca0212,0.0,0.2,12.0,100000,0.3,2,0.3948,0.01489,-0.0283
naca0212,0.0,0.2,12.0,100000,0.3,3,0.4801,0.01508,-0.0203
naca0212,0.0,0.2,12.0,100000,0.3,4,0.5639,0.01615,-0.0127
naca0212,0.0,0.2,12.0,100000,0.3,5,0.6402,0.01826,-0.0045
naca0212,0.0,0.2,12.0,100000,0.3,6,0.8734,0.02478,-0.0696
naca0212,0.0,0.2,12.0,100000,0.3,7,0.7979,0.02681,0.0103
naca0212,0.0,0.2,12.0,100000,0.3,8,0.8739,0.03382,0.0173
naca0212,0.0,0.2,12.0,200000,0.1,0,-0.0,0.01021,0.0
naca0212,0.0,0.2,12.0,200000,0.1,1,0.1447,0.01035,-0.003
naca0212,0.0,0.2,12.0,200000,0.1,2,0.3077,0.01071,-0.0117
naca0212,0.0,0.2,12.0,200000,0.1,3,0.4491,0.01111,-0.018
naca0212,0.0,0.2,12.0,200000,0.1,4,0.5388,0.01185,-0.0144
naca0212,0.0,0.2,12.0,200000,0.1,5,0.6228,0.01318,-0.0097
naca0212,0.0,0.2,12.0,200000,0.1,6,0.7002,0.01535,-0.0039
naca0212,0.0,0.2,12.0,200000,0.1,7,0.7761,0.01795,0.0024
naca0212,0.0,0.2,12.0,200000,0.1,8,0.8524,0.02117,0.0084
naca0212,0.0,0.2,12.0,200000,0.15,0,-0.0,0.0102,0.0
naca0212,0.0,0.2,12.0,200000,0.15,1,0.1437,0.01037,-0.0025
naca0212,0.0,0.2,12.0,200000,0.15,2,0.307,0.01077,-0.011
naca0212,0.0,0.2,12.0,200000,0.15,3,0.4529,0.0112,-0.018
naca0212,0.0,0.2,12.0,200000,0.15,4,0.543,0.01195,-0.0143
naca0212,0.0,0.2,12.0,200000,0.15,5,0.6269,0.01333,-0.0094
naca0212,0.0,0.2,12.0,200000,0.15,6,0.7048,0.01552,-0.0035
naca0212,0.0,0.2,12.0,200000,0.15,7,0.7791,0.01839,0.0033
naca0212,0.0,0.2,12.0,200000,0.15,8,0.8565,0.02179,0.0094
naca0212,0.0,0.2,12.0,200000,0.2,0,-0.0,0.01017,0.0
naca0212,0.0,0.2,12.0,200000,0.2,1,0.1417,0.01038,-0.0017
naca0212,0.0,0.2,12.0,200000,0.2,2,0.3083,0.01082,-0.0105
naca0212,0.0,0.2,12.0,200000,0.2,3,0.4584,0.01131,-0.0181
naca0212,0.0,0.2,12.0,200000,0.2,4,0.5489,0.0121,-0.0142
naca0212,0.0,0.2,12.0,200000,0.2,5,0.6327,0.01357,-0.009
naca0212,0.0,0.2,12.0,200000,0.2,6,1.0018,0.01453,-0.1014
naca0212,0.0,0.2,12.0,200000,0.2,7,0.7859,0.0187,0.0043
naca0212,0.0,0.2,12.0,200000,0.2,8,0.8634,0.02227,0.0108
naca0212,0.0,0.2,12.0,200000,0.25,0,-0.0,0.01017,0.0
naca0212,0.0,0.2,12.0,200000,0.25,1,0.1384,0.01041,-0.0006
naca0212,0.0,0.2,12.0,200000,0.25,2,0.3086,0.01092,-0.0096
naca0212,0.0,0.2,12.0,200000,0.25,3,0.4657,0.01147,-0.0181
naca0212,0.0,0.2,12.0,200000,0.25,4,0.5567,0.0123,-0.014
naca0212,0.0,0.2,12.0,200000,0.25,5,0.6405,0.01386,-0.0085
naca0212,0.0,0.2,12.0,200000,0.25,6,0.7776,0.01627,-0.0129
naca0212,0.0,0.2,12.0,200000,0.25,7,0.794,0.01919,0.0058
naca0212,0.0,0.2,12.0,200000,0.25,8,0.8719,0.02302,0.0128
naca0212,0.0,0.2,12.0,200000,0.3,0,-0.0,0.01017,0.0
naca0212,0.0,0.2,12.0,200000,0.3,1,0.1357,0.01045,0.0006
naca0212,0.0,0.2,12.0,200000,0.3,2,0.3077,0.01105,-0.0082
naca0212,0.0,0.2,12.0,200000,0.3,3,0.475,0.01168,-0.0182
naca0212,0.0,0.2,12.0,200000,0.3,4,0.5666,0.01256,-0.0138
naca0212,0.0,0.2,12.0,200000,0.3,5,0.6505,0.01424,-0.0077
naca0212,0.0,0.2,12.0,200000,0.3,6,0.7269,0.01684,-0.0001
naca0212,0.0,0.2,12.0,200000,0.3,7,0.803,0.01996,0.0079
naca0212,0.0,0.2,12.0,200000,0.3,8,0.8819,0.02405,0.0153
naca0212,0.0,0.2,12.0,300000,0.1,0,-0.0,0.0077,0.0
naca0212,0.0,0.2,12.0,300000,0.1,1,0.1058,0.008,0.0041
naca0212,0.0,0.2,12.0,300000,0.1,2,0.2412,0.00878,0.0011
naca0212,0.0,0.2,12.0,300000,0.1,3,0.3981,0.00968,-0.0079
naca0212,0.0,0.2,12.0,300000,0.1,4,0.5419,0.01062,-0.0154
naca0212,0.0,0.2,12.0,300000,0.1,5,0.6296,0.0118,-0.0116
naca0212,0.0,0.2,12.0,300000,0.1,6,0.7111,0.01355,-0.0065
naca0212,0.0,0.2,12.0,300000,0.1,7,0.7919,0.01555,-0.0008
naca0212,0.0,0.2,12.0,300000,0.1,8,0.866,0.01805,0.0057
naca0212,0.0,0.2,12.0,300000,0.15,0,-0.0,0.00772,0.0
naca0212,0.0,0.2,12.0,300000,0.15,1,0.1075,0.00804,0.004
naca0212,0.0,0.2,12.0,300000,0.15,2,0.2409,0.00882,0.0016
naca0212,0.0,0.2,12.0,300000,0.15,3,0.3989,0.00973,-0.0074
naca0212,0.0,0.2,12.0,300000,0.15,4,0.5462,0.01073,-0.0154
naca0212,0.0,0.2,12.0,300000,0.15,5,0.6341,0.01194,-0.0114
naca0212,0.0,0.2,12.0,300000,0.15,6,0.7161,0.01368,-0.0061
naca0212,0.0,0.2,12.0,300000,0.15,7,0.8602,0.01421,-0.0087
naca0212,0.0,0.2,12.0,300000,0.15,8,1.1734,0.01735,-0.0508
naca0212,0.0,0.2,12.0,300000,0.2,0,-0.0,0.00774,0.0
naca0212,0.0,0.2,12.0,300000,0.2,1,0.1086,0.00807,0.0041
naca0212,0.0,0.2,12.0,300000,0.2,2,0.2406,0.00886,0.0023
naca0212,0.0,0.2,12.0,300000,0.2,3,0.3998,0.00982,-0.0066
naca0212,0.0,0.2,12.0,300000,0.2,4,0.5526,0.01086,-0.0154
naca0212,0.0,0.2,12.0,300000,0.2,5,0.6406,0.01213,-0.0112
naca0212,0.0,0.2,12.0,300000,0.2,6,0.7226,0.01393,-0.0054
naca0212,0.0,0.2,12.0,300000,0.2,7,0.8011,0.01608,0.0012
naca0212,0.0,0.2,12.0,300000,0.2,8,0.8772,0.01875,0.0083
naca0212,0.0,0.2,12.0,300000,0.25,0,-0.0,0.00778,0.0
naca0212,0.0,0.2,12.0,300000,0.25,1,0.1093,0.00811,0.0043
naca0212,0.0,0.2,12.0,300000,0.25,2,0.2399,0.00893,0.0033
naca0212,0.0,0.2,12.0,300000,0.25,3,0.4012,0.00992,-0.0056
naca0212,0.0,0.2,12.0,300000,0.25,4,0.5609,0.01104,-0.0153
naca0212,0.0,0.2,12.0,300000,0.25,5,0.6493,0.01238,-0.0107
naca0212,0.0,0.2,12.0,300000,0.25,6,0.7311,0.01427,-0.0045
naca0212,0.0,0.2,12.0,300000,0.25,7,0.8075,0.01669,0.003
naca0212,0.0,0.2,12.0,300000,0.25,8,0.8848,0.01938,0.0104
naca0212,0.0,0.2,12.0,300000,0.3,0,-0.0,0.00784,0.0
naca0212,0.0,0.2,12.0,300000,0.3,1,0.1092,0.00816,0.0047
naca0212,0.0,0.2,12.0,300000,0.3,2,0.2389,0.00899,0.0045
naca0212,0.0,0.2,12.0,300000,0.3,3,0.4054,0.01005,-0.0049
naca0212,0.0,0.2,12.0,300000,0.3,4,0.5715,0.01128,-0.0152
naca0212,0.0,0.2,12.0,300000,0.3,5,0.6601,0.01272,-0.0102
naca0212,0.0,0.2,12.0,300000,0.3,6,0.7825,0.01444,-0.0096
naca0212,0.0,0.2,12.0,300000,0.3,7,0.8186,0.01718,0.005
naca0212,0.0,0.2,12.0,300000,0.3,8,1.0908,0.01599,-0.0189
naca0212,0.0,0.2,12.0,400000,0.1,0,-0.0,0.0067,0.0
naca0212,0.0,0.2,12.0,400000,0.1,1,0.1036,0.00696,0.0038
naca0212,0.0,0.2,12.0,400000,0.1,2,0.2162,0.00766,0.0054
naca0212,0.0,0.2,12.0,400000,0.1,3,0.3581,0.00862,-0.0003
naca0212,0.0,0.2,12.0,400000,0.1,4,0.5103,0.00976,-0.0092
naca0212,0.0,0.2,12.0,400000,0.1,5,0.6355,0.01102,-0.0131
naca0212,0.0,0.2,12.0,400000,0.1,6,0.7194,0.0125,-0.0083
naca0212,0.0,0.2,12.0,400000,0.1,7,0.8024,0.01418,-0.003
naca0212,0.0,0.2,12.0,400000,0.1,8,0.8781,0.01631,0.0035
naca0212,0.0,0.2,12.0,400000,0.15,0,-0.0,0.00672,0.0
naca0212,0.0,0.2,12.0,400000,0.15,1,0.1042,0.00698,0.0039
naca0212,0.0,0.2,12.0,400000,0.15,2,0.2171,0.00768,0.0056
naca0212,0.0,0.2,12.0,400000,0.15,3,0.359,0.00867,0.0001
naca0212,0.0,0.2,12.0,400000,0.15,4,0.5129,0.00982,-0.0089
naca0212,0.0,0.2,12.0,400000,0.15,5,0.6402,0.01116,-0.013
naca0212,0.0,0.2,12.0,400000,0.15,6,0.7246,0.01262,-0.008
naca0212,0.0,0.2,12.0,400000,0.15,7,0.8115,0.01397,-0.0024
naca0212,0.0,0.2,12.0,400000,0.15,8,0.8835,0.01652,0.0044
naca0212,0.0,0.2,12.0,400000,0.2,0,-0.0,0.00677,0.0
naca0212,0.0,0.2,12.0,400000,0.2,1,0.1049,0.00703,0.004
naca0212,0.0,0.2,12.0,400000,0.2,2,0.2181,0.00772,0.006
naca0212,0.0,0.2,12.0,400000,0.2,3,0.3603,0.00872,0.0008
naca0212,0.0,0.2,12.0,400000,0.2,4,0.5164,0.00993,-0.0083
naca0212,0.0,0.2,12.0,400000,0.2,5,0.6472,0.01131,-0.0127
naca0212,0.0,0.2,12.0,400000,0.2,6,0.7314,0.01285,-0.0074
naca0212,0.0,0.2,12.0,400000,0.2,7,0.8127,0.01462,-0.001
naca0212,0.0,0.2,12.0,400000,0.2,8,0.8907,0.01686,0.0059
naca0212,0.0,0.2,12.0,400000,0.25,0,-0.0,0.00683,0.0
naca0212,0.0,0.2,12.0,400000,0.25,1,0.1066,0.00708,0.004
naca0212,0.0,0.2,12.0,400000,0.25,2,0.2579,0.00756,-0.0018
naca0212,0.0,0.2,12.0,400000,0.25,3,0.3617,0.00881,0.0017
naca0212,0.0,0.2,12.0,400000,0.25,4,0.521,0.01005,-0.0075
naca0212,0.0,0.2,12.0,400000,0.25,5,0.6564,0.01153,-0.0124
naca0212,0.0,0.2,12.0,400000,0.25,6,0.741,0.01312,-0.0066
naca0212,0.0,0.2,12.0,400000,0.25,7,1.0804,0.01299,-0.0795
naca0212,0.0,0.2,12.0,400000,0.25,8,0.8994,0.01735,0.0079
naca0212,0.0,0.2,12.0,400000,0.3,0,-0.0,0.00691,0.0
naca0212,0.0,0.2,12.0,400000,0.3,1,0.1082,0.00716,0.0041
naca0212,0.0,0.2,12.0,400000,0.3,2,0.2212,0.00786,0.007
naca0212,0.0,0.2,12.0,400000,0.3,3,0.3633,0.00892,0.003
naca0212,0.0,0.2,12.0,400000,0.3,4,0.5268,0.01022,-0.0065
naca0212,0.0,0.2,12.0,400000,0.3,5,0.668,0.01182,-0.0119
naca0212,0.0,0.2,12.0,400000,0.3,6,0.7524,0.0135,-0.0054
naca0212,0.0,0.2,12.0,400000,0.3,7,0.832,0.01556,0.0025
naca0212,0.0,0.2,12.0,400000,0.3,8,0.9707,0.02348,-0.0055
naca0212,0.0,0.2,12.0,500000,0.1,0,-0.0,0.0062,0.0
naca0212,0.0,0.2,12.0,500000,0.1,1,0.104,0.0064,0.0032
naca0212,0.0,0.2,12.0,500000,0.1,2,0.21,0.00699,0.0059
naca0212,0.0,0.2,12.0,500000,0.1,3,0.3313,0.00788,0.0048
naca0212,0.0,0.2,12.0,500000,0.1,4,0.4815,0.00905,-0.0036
naca0212,0.0,0.2,12.0,500000,0.1,5,0.6301,0.01044,-0.0121
naca0212,0.0,0.2,12.0,500000,0.1,6,0.7256,0.01181,-0.0097
naca0212,0.0,0.2,12.0,500000,0.1,7,0.808,0.01328,-0.0042
naca0212,0.0,0.2,12.0,500000,0.1,8,1.4333,0.01388,-0.1075
naca0212,0.0,0.2,12.0,500000,0.15,0,-0.0,0.00622,0.0
naca0212,0.0,0.2,12.0,500000,0.15,1,0.1048,0.00643,0.0032
naca0212,0.0,0.2,12.0,500000,0.15,2,0.2114,0.00702,0.006
naca0212,0.0,0.2,12.0,500000,0.15,3,0.3329,0.00792,0.0051
naca0212,0.0,0.2,12.0,500000,0.15,4,0.4836,0.00911,-0.0031
naca0212,0.0,0.2,12.0,500000,0.15,5,0.6335,0.01055,-0.0117
naca0212,0.0,0.2,12.0,500000,0.15,6,0.7311,0.01191,-0.0094
naca0212,0.0,0.2,12.0,500000,0.15,7,0.8129,0.01349,-0.0035
naca0212,0.0,0.2,12.0,500000,0.15,8,0.8939,0.01527,0.0025
naca0212,0.0,0.2,12.0,500000,0.2,0,-0.0,0.00627,0.0
naca0212,0.0,0.2,12.0,500000,0.2,1,0.1059,0.00648,0.0033
naca0212,0.0,0.2,12.0,500000,0.2,2,0.2134,0.00706,0.0062
naca0212,0.0,0.2,12.0,500000,0.2,3,0.3366,0.00799,0.0052
naca0212,0.0,0.2,12.0,500000,0.2,4,0.4867,0.00919,-0.0025
naca0212,0.0,0.2,12.0,500000,0.2,5,0.6386,0.01067,-0.0111
naca0212,0.0,0.2,12.0,500000,0.2,6,0.7387,0.01209,-0.0089
naca0212,0.0,0.2,12.0,500000,0.2,7,0.8211,0.01368,-0.0026
naca0212,0.0,0.2,12.0,500000,0.2,8,0.9003,0.01569,0.0041
naca0212,0.0,0.2,12.0,500000,0.25,0,-0.0,0.00635,0.0
naca0212,0.0,0.2,12.0,500000,0.25,1,0.1073,0.00654,0.0033
naca0212,0.0,0.2,12.0,500000,0.25,2,0.2154,0.00713,0.0065
naca0212,0.0,0.2,12.0,500000,0.25,3,0.3406,0.00806,0.0055
naca0212,0.0,0.2,12.0,500000,0.25,4,0.4907,0.00931,-0.0016
naca0212,0.0,0.2,12.0,500000,0.25,5,0.6452,0.01086,-0.0102
naca0212,0.0,0.2,12.0,500000,0.25,6,0.7483,0.01238,-0.0081
naca0212,0.0,0.2,12.0,500000,0.25,7,0.8313,0.01398,-0.0014
naca0212,0.0,0.2,12.0,500000,0.25,8,0.9103,0.0161,0.0061
naca0212,0.0,0.2,12.0,500000,0.3,0,-0.0,0.00643,0.0
naca0212,0.0,0.2,12.0,500000,0.3,1,0.109,0.00663,0.0034
naca0212,0.0,0.2,12.0,500000,0.3,2,0.2188,0.0072,0.0067
naca0212,0.0,0.2,12.0,500000,0.3,3,0.3447,0.00815,0.0062
naca0212,0.0,0.2,12.0,500000,0.3,4,0.4956,0.00946,-0.0005
naca0212,0.0,0.2,12.0,500000,0.3,5,0.6536,0.01111,-0.0091
naca0212,0.0,0.2,12.0,500000,0.3,6,0.7611,0.01266,-0.0071
naca0212,0.0,0.2,12.0,500000,0.3,7,0.8419,0.01454,0.0007
naca0212,0.0,0.2,12.0,500000,0.3,8,0.9216,0.01671,0.0088
